IN_COD,IN_pH,IN_SS,IN_NH,IN_TP,IN_TN,N-O-E_ORP,N-O-E_MLSS,N-O-E_DO,N_PO4,N-A_NH,N-O_NO,S-O-E_ORP,S-O-E_MLSS,S-O-E_DO,S_PO4,S-A_NH,S-O_NO,EF_COD,EF_SS,EF_NH,EF_TP,EF_TN,1#TMP,2#TMP,3#TMP,4#TMP,5#TMP,6#TMP,7#TMP,8#TMP,9#TMP,turbidity,date
237,7.05,156.96,43.6,4.72,50.4,7041.05,371.66,6954.07,2.167783203,0.51,8.31,7015.11,387.07,7077.67,2.31,0.21,14.74,11.4,0.67,0.06,0.1,8.36,1.04,30.82,32.27,30.64,29.28,30.6,0.43,0.33,28.65,0.3,2021/11/4 20:00
232,7.07,150.77,44.62,4.72,50.4,6969.33,377.69,6877.77,2.398891602,0.44,8.96,6963.22,393.26,6966.27,2.635,0.26,15.09,9.1,0.73,0.06,0.11,8.09,31.62,30.71,0.23,31.16,0.6,30.01,29.56,26.91,26.88,0.31,2021/11/4 21:00
232,7.09,134.57,44.62,4.64,49.78,6914.39,383.34,6769.42,2.444445801,0.38,9.59,7073.1,397.22,7056.31,2.7625,0.31,15.34,9.1,0.69,0.06,0.11,8.09,1.06,29.34,32.21,31.5,29.22,30.69,0.34,27.96,1.33,0.31,2021/11/4 22:00
230,7.09,120.72,44.62,4.64,49.78,6989.17,386.77,6874.71,2.5022229,0.32,8.42,6897.6,398.98,6998.32,2.85625,0.18,15.76,10.2,0.69,0.06,0.13,8.11,30.96,30.04,31.57,31.02,28.9,2.18,29.55,26.98,27.33,0.31,2021/11/4 23:00
230,7.08,83.32,42.85,4.63,49.95,6951.02,387,6812.15,2.43611145,0.29,9.23,6893.03,401.88,7071.57,2.773125,0.46,16.19,10.2,0.73,0.06,0.13,8.11,1.02,31.02,0.34,31.5,29.34,4.42,0.47,27.63,28.44,0.3,2021/11/5 0:00
181,7.1,138.47,42.85,4.63,49.95,6967.8,386.39,6728.22,2.323055725,0.28,8.7,7045.63,401.11,6987.64,2.7365625,0.365,16.47,10.7,0.82,0.06,0.12,7.93,1.11,30.96,31.16,1.06,28.99,31.14,0.26,1.24,28.29,0.31,2021/11/5 1:00
181,7.12,169.84,42.85,4.61,51.82,6925.07,386.92,6801.47,2.361527863,0.26,8.96,6926.6,401.88,6987.64,2.78328125,0.27,16.73,10.7,0.65,0.05,0.12,7.93,28.88,30.57,32.16,2.6,29.18,30.81,4.08,7.1,24.37,0.37,2021/11/5 2:00
150,7.13,142.98,46.28,4.61,51.82,6883.87,387.38,6888.45,2.450763931,0.25,9.02,6967.8,404.7,7042.58,2.921640625,0.155,17.01,14.2,0.73,0.05,0.11,8.13,1.23,0.86,0.35,32.32,0.9,31.01,0.41,28.46,28.45,0.3,2021/11/5 3:00
150,7.13,140.08,46.28,4.63,50.25,6934.23,387.76,6688.54,2.635381966,0.25,9.56,7045.63,405.54,6990.69,3.105820313,0.2725,17.12,14.2,0.64,0.06,0.11,8.13,1.11,30.89,31.95,31.56,29.07,1.62,0.21,28.38,28.41,0.3,2021/11/5 4:00
141,7.14,152.81,46.28,4.63,50.25,6937.28,391.81,6775.52,2.897690983,0.24,10.64,6844.19,408.97,6918.97,3.332910156,0.13625,17.01,10.5,0.66,0.06,0.09,8.3,1.09,31.1,32.01,31.64,29.35,30.53,0.29,27.97,28.2,0.31,2021/11/5 5:00
141,7.16,185.22,46.95,4.55,51.63,6857.93,397.3,6862.51,2.943845491,0.21,10.85,6844.19,412.365,6981.54,3.346455078,0.068125,17.09,10.5,0.69,0.07,0.09,8.3,1.04,31.17,0.41,1.35,29.72,30.85,0.37,0.49,28.37,0.33,2021/11/5 6:00
160,7.17,217.57,46.95,4.55,51.63,6839.62,400.73,6520.68,2.731922746,0,12.71,6906.76,412.1175,6902.18,2.953227539,0.0340625,17.09,10,0.68,0.07,0.08,8.81,30.95,31.2,0.3,32,0.46,30.75,0.47,28.69,27.98,0.31,2021/11/5 7:00
160,7.16,179.3,46.95,4.62,63.18,6787.73,396.76,6654.97,2.685961373,0.22,9.89,6848.77,412.71875,6931.18,2.74161377,0.01703125,16.7,10,0.65,0.06,0.08,8.81,1.18,31.03,0.4,32.27,29.89,30.47,0.52,28.98,1.37,0.31,2021/11/5 8:00
146,7.2,104.66,46.45,4.62,68.955,6673.28,399.97,6650.39,2.922980686,0.21,10.03,6821.3,414.239375,6989.17,3.150806885,0.378515625,16.58,10.3,0.75,0.06,0.07,8.94,1.06,1.34,0.42,32.34,29.98,30.63,0.63,28.94,28.13,0.31,2021/11/5 9:00
230,7.2,217.57,46.95,4.63,59.4525,6967.8,400.73,6888.45,2.566490343,0.29,12.71,7045.63,407.6746875,7071.57,2.840403442,0.189257813,17.12,14.2,0.82,0.07,0.13,8.94,30.95,31.2,32.16,32.34,29.98,31.14,4.08,28.98,28.45,0.37,2021/11/5 10:00
141,7.08,83.32,42.85,4.55,49.95,6673.28,386.39,6520.68,2.593245172,0,8.7,6821.3,401.11,6902.18,2.895201721,0.194628906,16.19,10,0.64,0.05,0.07,7.93,1.02,0.86,0.3,1.06,0.46,1.62,0.21,0.49,1.37,0.3,2021/11/5 11:00
164,7.14,151.43,45.47,4.61,55.68,6875.78,392.2,6738.29,2.291622586,0.22,9.96,6914.39,407.84,6980.31,2.422600861,0.2,16.8,11.13,0.7,0.06,0.1,8.34,6.87,25.02,12.95,22.86,23.69,25.22,0.77,20.79,25.2,0.31,2021/11/5 12:00
414,6.72,110.56,42.98,4.43,48.93,7013.58,378.45,6891.5,1.845811293,0.27,9.96,6867.08,383.79,6972.38,1.95,0.125,15,10,0.64,0.05,0.13,10.71,31.61,30.05,31.74,21.43,28.73,1.17,31.23,0.14,28.13,0.3,2021/11/5 13:00
414,6.56,128.55,42.98,4.68,48.86,7041.05,367.39,6860.98,1.672905646,0.31,8.47,6870.14,377.99,6996.8,1.41,0.4375,14.41,10,0.69,0.07,0.13,10.71,32.45,30.99,30.88,0.64,0.11,30.77,30.97,0.17,28.82,0.3,2021/11/5 14:00
379,6.65,161.66,42.18,4.68,48.86,6990.69,367.16,6720.59,1.391452823,0.35,8.2,6938.81,373.95,6947.96,1.5,0.29875,14.04,10.4,0.65,0.07,0.09,9.33,32.04,30.57,1.39,30.4,28.78,30.36,30.54,0.25,27.59,0.3,2021/11/5 15:00
379,6.69,132.21,42.18,4.64,47.94,7039.52,361.28,6911.34,1.360726412,0.4,7.84,6923.55,360.45,6992.22,0.76,0.16,12.59,10.4,0.66,0.07,0.09,9.33,31.8,30.46,32.23,1.23,28.02,29.95,30.19,25.58,27.11,0.3,2021/11/5 16:00
303,6.74,168.51,42.18,4.64,47.94,7089.88,356.48,6966.27,1.575363206,0.51,7.54,7071.57,367.92,7019.69,1.42,0.08,12.94,8.8,0.69,0.07,0.09,8.44,1.2,30.94,0.28,30.9,28.97,30.77,0.3,27.32,1.08,0.3,2021/11/5 17:00
303,6.85,96.71,43.6,4.8,50.95,6897.6,365.71,6650.39,1.702681603,0.56,8.69,7015.11,377.92,6976.96,2.07,0.04,14.03,8.8,0.58,0.06,0.09,8.44,1.13,0.99,32.47,31.33,29.41,1.4,0.5,27.54,28.78,0.3,2021/11/5 18:00
237,7.02,93.39,43.6,4.8,50.95,6981.54,368.69,6917.44,1.861340801,0,8.36,6897.6,381.81,6970.85,2.13,0.02,14.4,11.4,0.63,0.06,0.1,8.36,30.93,30.26,31.49,30.71,28.29,29.63,29.54,25.94,27.41,0.3,2021/11/5 19:00
237,7.05,156.96,43.6,4.72,50.4,7041.05,371.66,6954.07,2.170670401,0.51,8.31,7015.11,387.07,7077.67,2.31,0.21,14.74,11.4,0.67,0.06,0.1,8.36,1.04,30.82,32.27,30.64,29.28,30.6,0.43,0.33,28.65,0.3,2021/11/5 20:00
232,7.07,150.77,44.62,4.72,50.4,6969.33,377.69,6877.77,2.4003352,0.44,8.96,6963.22,393.26,6966.27,2.635,0.26,15.09,9.1,0.73,0.06,0.11,8.09,31.62,30.71,0.23,31.16,0.6,30.01,29.56,26.91,26.88,0.31,2021/11/5 21:00
232,7.09,134.57,44.62,4.64,49.78,6914.39,383.34,6769.42,2.4451676,0.38,9.59,7073.1,397.22,7056.31,2.7625,0.31,15.34,9.1,0.69,0.06,0.11,8.09,1.06,29.34,32.21,31.5,29.22,30.69,0.34,27.96,1.33,0.31,2021/11/5 22:00
230,7.09,120.72,44.62,4.64,49.78,6989.17,386.77,6874.71,2.2775838,0.32,8.42,6897.6,398.98,6998.32,2.36125,0.155,15.76,10.2,0.69,0.06,0.13,8.11,30.96,30.04,31.57,31.02,28.9,2.18,29.55,26.98,27.33,0.31,2021/11/5 23:00
209,6.97,69.16,45.15,4.41,48.39,6720.59,378.15,6604.61,1.8787919,0.34,7.89,6761.79,395.54,6851.82,1.96,0.2875,16.27,9.1,0.69,0.07,0.07,8.29,27.49,28.05,27.87,29.22,26.68,27.26,25.84,25.66,25.15,0.34,2021/11/6 0:00
196,6.96,45.96,45.15,4.41,48.39,6798.41,369.14,6618.34,1.51939595,0.37,7.98,6748.05,393.87,6786.2,1.69,0.14375,16.46,11.3,0.69,0.07,0.08,8.38,27.84,28.01,27.9,29.09,25.64,1.52,26.41,26.11,25.9,0.34,2021/11/6 1:00
196,6.94,270.72,45.15,4.41,48.39,6662.6,364.64,6622.92,1.714697975,0.38,7.92,6693.12,390.28,6755.68,1.47,0.361875,16.49,11.3,0.69,0.07,0.08,8.38,1.76,28.8,1.47,29.6,0.8,27.87,1.29,26.35,25.84,0.31,2021/11/6 2:00
189,6.99,131.47,45.17,4.41,48.39,6687.01,377.16,6609.19,1.777348988,0.38,8.35,6688.54,394.86,6752.63,1.82,0.1809375,16.53,10.8,0.7,0.07,0.08,8.63,1.57,28.37,28.85,28.59,27.36,14.99,27.07,0.48,26.26,0.33,2021/11/6 3:00
189,6.92,0.65,45.17,4.82,51.9,6702.27,374.79,6622.92,1.778674494,0.39,8,6506.94,397.53,6705.33,2.08,0.09046875,16.89,10.8,0.75,0.07,0.08,8.63,28.07,28.27,28.31,29.24,26.74,27.72,26.68,26.4,1.17,0.34,2021/11/6 4:00
349,7.03,106.32,45.17,4.82,51.9,6712.96,377.46,6616.82,1.434337247,0.38,7.77,6622.92,399.89,6777.05,1.92,0.710234375,16.54,12.8,0.72,0.07,0.09,8.75,1.17,26.13,28.65,29.77,27.26,27.81,0.48,26.67,26.16,0.34,2021/11/6 5:00
349,7.09,119.3,42.92,4.55,50.27,6691.59,366.47,6590.87,1.707168623,0.39,7.85,6627.5,392.72,6709.9,1.42,0.355117188,16.38,12.8,0.69,0.07,0.09,8.75,28.49,28.79,2.91,29.51,19.43,27.42,26.07,26.42,25.95,0.34,2021/11/6 6:00
281,7.07,1.04,42.92,4.55,50.27,6717.53,379.14,6583.24,1.793584312,0,7.66,6598.5,398.06,6723.64,1.83,0.177558594,16.29,10.2,0.7,0.07,0.1,8.93,27.22,27.88,28.6,28.72,26.5,1.7,1.86,26.12,26.07,0.33,2021/11/6 7:00
281,7,0.49,42.92,4.55,48.35,6745,378.15,6633.6,2.091792156,0.36,8.19,6610.71,400.12,6711.43,1.73,0.253779297,16.27,10.2,0.72,0.07,0.1,8.93,1.02,28.92,0.45,29.19,27.39,28.18,0.45,14.8,26.18,0.33,2021/11/6 8:00
233,6.99,0.46,42.3,4.55,48.35,6502.37,385.55,6525.26,1.150896078,0.33,8.87,6580.19,403.94,6719.06,2.06,0.33,16.22,10.3,0.74,0.07,0.1,9.24,0.91,28.5,0.42,2.42,27.79,28.34,0.47,3.92,1.86,0.33,2021/11/6 9:00
233,7.19,115.11,42.3,4.49,45.66,5153.37,248.13,6310.09,0.21,0.3,5.59,5318.17,282.39,6598.5,0.22,0.31,10.61,10.3,0.68,0.08,0.1,9.24,28.56,1.28,28.53,29.42,27.23,27.8,26.77,26.87,15.03,0.33,2021/11/6 10:00
202,7.07,1.02,42.3,4.49,45.66,6650.39,316.34,6494.74,1.18,0.35,7.32,6607.66,298.49,6752.63,0.91,0.29,14.85,10.9,0.67,0.08,0.1,9.1,29.51,29.25,3.7,30.07,0.56,9.22,0.21,27.25,26.67,0.33,2021/11/6 11:00
202,7.03,1.15,39.57,4.39,47.27,6636.65,371.81,6433.69,1.61,0.3,7.61,6535.94,386.24,6615.29,2.05,0.16,15.16,10.9,0.66,0.08,0.1,9.1,1.13,28.52,0.12,29.96,27.61,28.16,0.33,26.97,26.25,0.33,2021/11/6 12:00
187,7.15,91.52,39.57,4.39,47.27,6500.84,371.97,6281.09,2.025,0.3,7.58,6545.09,387.76,6633.6,1.65,0.22,15.24,11,0.7,0.08,0.09,9.48,1.66,29.11,29.17,1.48,27.77,23.33,27.52,0.61,26.81,0.33,2021/11/6 13:00
187,7.1,113.87,39.57,4.25,46.39,6543.57,376.85,6506.94,1.1175,0.26,8.11,6506.94,394.63,6706.85,1.85,0.28,15.62,11,0.65,0.08,0.09,9.48,28.17,27.84,27.83,28.86,26.77,27.02,26.26,26.06,24.93,0.34,2021/11/6 14:00
175,7.1,123.92,41.77,4.25,46.39,4741.34,235.31,6337.56,0.21,0.28,4.91,4990.08,262.4,6377.23,0.22,0.32,9.55,10.4,0.8,0.08,0.09,8.99,27.89,28.84,0.07,0.76,25.45,28.38,7.34,27.54,0.47,0.34,2021/11/6 15:00
175,6.74,153.25,41.77,4.41,46.77,6426.06,307.57,6198.69,1.18,0.33,7.66,6639.71,288.95,6694.64,1.11,0.36,14.5,10.4,0.72,0.06,0.09,8.99,3.36,0.94,30.46,32.84,28.72,30.65,29.75,20.53,28.92,0.34,2021/11/6 16:00
189,6.8,148.7,41.77,4.41,46.77,6560.35,369.22,6372.65,1.435,0.3,7.68,6558.83,373.95,6703.8,1.52,0.18,14.96,8.5,0.7,0.06,0.09,9.06,30.88,30.82,0.73,31.39,25.84,9.52,29.02,28.73,27.92,0.34,2021/11/6 17:00
189,6.8,116.94,42.06,5.41,57.56,6448.96,359.15,6465.74,1.2075,0.34,7.64,6510,368.76,6746.53,1.26,0.09,15.25,8.5,0.7,0.09,0.09,9.06,31.07,31.4,0.44,2.67,29.51,30.59,0.34,29.14,27.82,0.35,2021/11/6 18:00
195,6.83,112.83,42.06,5.41,57.56,6505.42,344.27,6461.16,1.15375,0,7.55,6566.46,375.93,6612.24,1.49,0.085,14.56,8.9,0.68,0.09,0.09,8.69,1.73,31.3,0.44,32.07,29.39,30.23,29.29,28.74,13.44,0.34,2021/11/6 19:00
195,6.96,8.51,42.06,4.67,51.49,6444.38,341.45,6349.76,1.531875,0.51,7.65,6578.67,375.93,6726.69,1.46,0.0425,14.83,8.9,0.73,0.07,0.09,8.69,4.97,29.53,0.22,32.44,29.88,30.68,29.74,0.53,27.54,0.34,2021/11/6 20:00
259,7,225.08,42.93,4.67,51.49,6444.38,363.35,6377.23,1.6609375,0.5,7.6,6555.78,392.11,6743.48,2.21,0.02125,14.99,9.2,0.75,0.07,0.1,9.13,31.59,0.71,0.1,32.53,0.37,30.15,0.53,29.63,27.98,0.35,2021/11/6 21:00
259,7.03,116.93,42.93,4.65,49.91,6450.48,359.61,6387.91,1.90546875,0.51,7.67,6603.08,393.41,6757.21,2.29,0.070625,15.06,9.2,0.83,0.07,0.1,9.13,1.23,31.67,0.13,1.14,30.22,1.72,0.41,29.87,28.21,0.34,2021/11/6 22:00
227,6.99,215.89,42.93,4.65,49.91,6444.38,365.86,6296.35,2.087734375,0.48,8.06,6535.94,396.54,6656.49,2.41,0.12,15.14,9.2,0.65,0.07,0.12,8.85,30.81,30.78,0.16,32.47,29.18,29.96,29.05,28.68,26.63,0.34,2021/11/6 23:00
227,6.99,85.07,41.31,4.67,50.17,6363.5,368.53,6380.28,2.188867188,0.45,7.77,6610.71,400.2,6769.42,1.95,0.14,15.48,9.2,0.74,0.06,0.12,8.85,31.48,0.85,0.49,32.56,29.61,30.62,29.21,28.71,1.29,0.34,2021/11/7 0:00
183,6.98,120.57,41.31,4.67,50.17,6436.75,371.97,6386.39,2.304433594,0.43,7.64,6606.13,403.25,6751.11,2.07,0.16,15.27,8.6,0.74,0.06,0.13,9,30.7,30.16,29.72,32.12,28.45,29.85,29.04,1.07,27.3,0.34,2021/11/7 1:00
183,6.99,210.52,41.31,4.5,49.26,6494.74,374.94,6427.59,2.457216797,0.39,8.29,6654.97,405.31,6802.99,2.25,0.095,15.51,8.6,0.76,0.07,0.13,9,31.4,31.04,0.4,32.31,0.1,29.38,29.16,28.74,26.95,0.34,2021/11/7 2:00
182,7.03,155.64,43.79,4.5,49.26,6323.82,377.23,6374.18,2.618608398,0.38,8.62,6557.3,406.91,6781.63,2.44,0.2275,15.33,10.6,0.75,0.07,0.13,8.8,30.15,30.84,0.33,32.24,29.46,1.37,28.94,28.99,27.26,0.33,2021/11/7 3:00
182,7.04,135.96,43.79,4.38,47.82,6406.23,381.35,6342.13,2.609304199,0.36,8.87,6569.51,408.665,6725.16,2.425,0.36,15.52,10.6,0.75,0.08,0.13,8.8,31.54,0.66,0.28,1.82,30.23,30.83,11.9,29.57,27.7,0.34,2021/11/7 4:00
174,7.06,150.14,43.79,4.38,47.82,6419.96,381.89,6355.87,2.5246521,0.34,8.7,6629.02,409.5825,6731.27,2.41,0.16,15.39,11.3,0.73,0.08,0.12,9.33,1.29,31.47,0.23,33.12,30.33,31.49,0.67,13.93,0.82,0.33,2021/11/7 5:00
174,7.11,179.25,44.16,4.38,47.82,6453.53,381.12,6349.76,2.59232605,0.31,8.74,6563.41,411.45125,6726.69,2.43,0.08,15.42,11.3,0.62,0.08,0.12,9.33,30.58,30.56,0.28,32.56,29.28,29.81,28.99,0.79,27.21,0.24,2021/11/7 6:00
186,7.12,155.58,44.16,4.38,47.82,6482.53,384.63,6381.81,2.466163025,0,8.43,6680.91,411.660625,6783.15,2.36,0.115,15.46,10.7,0.69,0.08,0.11,9.02,1.23,31.54,0.21,33.28,0.39,1.77,0.29,29.9,28.19,0.23,2021/11/7 7:00
186,7.07,129.45,44.16,4.37,46.92,6383.34,383.03,6361.97,2.373081512,0.29,8.42,6525.26,392.7303125,6723.64,2.03,0.15,15.37,10.7,0.75,0.07,0.11,9.02,30.53,30.21,0.27,32.08,29.55,29.56,29.11,29.21,27.24,0.23,2021/11/7 8:00
240,7.08,147.43,43.29,4.37,46.92,6439.8,382.19,6337.56,2.156540756,0.28,8.62,6593.93,373.8,6758.74,1.81,0.075,15.48,9.7,0.69,0.07,0.1,8.84,31.08,31.14,0.19,32.85,29.68,1.35,0.65,29.72,27.67,0.23,2021/11/7 9:00
240,7.12,161.32,43.29,4.3,46.62,6471.84,380.44,6403.17,1.183270378,0.29,8.03,6546.62,407.37,6696.17,2.02,0.1375,15.3,9.7,0.73,0.08,0.1,8.84,31.02,30.85,0.28,32.79,29.64,30.61,29.07,26.58,27.56,0.23,2021/11/7 10:00
218,7.11,169.59,43.29,4.3,46.62,4594.84,228.67,6346.71,0.21,0.29,4.76,5171.68,255.3,6615.29,0.22,0.2,8.54,8.7,0.74,0.08,0.09,9.07,30.93,1.29,0.24,32.75,29.47,30.56,0.23,30.02,28,0.23,2021/11/7 11:00
218,7.09,155.51,41.91,4.09,46.18,6526.78,313.06,6345.19,0.955,0.32,7.08,6625.97,337.1,6746.53,2,0.1,13.81,8.7,0.76,0.07,0.09,9.07,1.48,31.05,0.23,32.77,29.61,30.31,0.8,29.46,27.51,0.23,2021/11/7 12:00
189,7.1,179.64,41.91,4.09,46.18,6348.24,360.22,6363.5,1.3625,0.26,7.54,6438.27,389.67,6787.73,2.04,0.12,14.31,10.3,0.7,0.07,0.09,8.91,1.02,31.24,0.21,33.01,0.21,3.19,0.55,29.92,28.07,0.23,2021/11/7 13:00
189,7.17,198.85,41.91,4.03,44.43,6447.43,360.45,6311.61,1.66625,0.28,7.24,6615.29,396.69,6679.38,2.14,0.23,14.17,10.3,0.75,0.08,0.09,8.91,31.2,30.84,0.08,1.22,29.68,30.09,28.86,28.93,27.11,0.23,2021/11/7 14:00
172,7.17,286.4,43.31,4.03,44.43,6421.49,370.75,6273.46,2.048125,0.27,7.36,6622.92,400.96,6720.59,1.85,0.27,14.32,11.2,0.69,0.08,0.09,9.44,11.64,1.04,29.7,33.45,30,30.94,30,1.17,28.19,0.23,2021/11/7 15:00
172,7.13,279.74,43.31,3.93,45.55,6589.35,375.78,6377.23,1.1290625,0.28,8.25,6613.76,401.34,6743.48,1.72,0.31,15.24,11.2,0.7,0.08,0.09,9.44,31.11,31.4,0.09,32.96,29.58,30.36,29.22,3.12,11.54,0.23,2021/11/7 16:00
166,7.08,273.08,43.31,3.93,45.55,4636.04,225.39,6134.59,0.21,0.3,8.24,5457.04,235.08,6609.19,0.22,0.155,8.23,9.5,0.8,0.08,0.08,9.98,1.62,31.61,0.16,33.26,24.92,30.33,27.53,29.79,27.59,0.22,2021/11/7 17:00
166,7,281.89,43.77,4,44.94,6503.89,311.46,6468.79,1,0.33,7.45,6720.59,307.19,6786.2,0.94,0.0775,14.26,9.5,0.77,0.08,0.08,9.98,30.71,30.62,0.15,29.97,29.31,29.92,28.6,29.05,26.88,0.24,2021/11/7 18:00
165,6.94,229.32,43.77,4,44.94,6551.2,359.22,6369.6,1.575,0,7.91,6729.74,367.54,6749.58,1.43,0.16375,14.69,9.4,0.66,0.08,0.08,10.01,30.89,30.92,0.14,33.21,30.03,1.72,29.19,29.44,27.47,0.24,2021/11/7 19:00
165,6.99,235.86,43.77,4.09,46.2,6534.41,366.32,6394.02,1.6475,0.37,8.4,6798.41,372.27,6786.2,1.19,0.25,15.25,9.4,0.75,0.08,0.08,10.01,30.97,30.79,0.1,32.72,29.6,30.13,29.15,28.99,26.89,0.23,2021/11/7 20:00
188,7.02,238.14,43.83,4.09,46.2,6479.48,361.97,6271.94,1.74375,0.41,8.84,6745,372.12,6841.14,1.22,0.125,15.12,8,0.7,0.08,0.09,9.08,1.27,12.67,0.07,33.7,30.94,31.19,0.74,0.94,1.74,0.23,2021/11/7 21:00
188,7.07,210.33,43.83,4.28,47.28,6587.82,363.57,6459.64,1.726875,0.43,8.97,6766.37,375.78,6821.3,1.21,0.1175,15.85,8,0.8,0.14,0.09,9.08,31.07,30.79,0.04,32.82,29.46,29.56,28.94,28.8,26.71,0.23,2021/11/7 22:00
208,7.1,223.56,43.83,4.28,47.28,6523.73,363.04,6455.06,2.0534375,0.44,9.36,6680.91,379.98,6830.46,1.37,0.11,15.85,10.8,0.68,0.14,0.1,8.71,31.06,31.07,0.11,32.86,29.68,30.06,29.25,29.72,0.97,0.23,2021/11/7 23:00
208,7.07,176.67,40.87,4.32,48.68,6560.35,374.71,6442.85,2.32671875,0.42,11.07,6783.15,390.28,6783.15,2.11,0.29,16.52,10.8,0.73,0.07,0.1,8.71,30.81,30.91,0.13,33.49,23.71,30.44,28.8,29.16,27.04,0.23,2021/11/8 0:00
186,6.97,258.74,40.87,4.32,48.68,6578.67,378.15,6435.22,2.223359375,0.39,12.55,6731.27,395.62,6812.15,2.2,0.365,16.84,10.9,0.65,0.07,0.11,8.81,31.07,29.36,0.15,33.34,7.58,30.42,28.7,29.16,27.39,0.24,2021/11/8 1:00
186,6.95,207.4,40.87,4.17,48.7,6529.83,378.83,6433.69,2.446679688,0.37,11.96,6767.89,397.53,6842.67,2.03,0.2875,17.17,10.9,0.7,0.07,0.11,8.81,31.27,2.22,0.13,33.59,30.13,30.37,1.22,20.21,27.45,0.24,2021/11/8 2:00
167,6.94,211.35,42.36,4.17,48.7,6609.19,381.66,6452.01,2.703339844,0.36,15.33,6787.73,397.76,6896.08,2.17,0.21,17.29,11.7,0.66,0.07,0.11,8.98,26.44,30.9,28.12,33.06,29.97,30.59,29.66,29.67,0.73,0.25,2021/11/8 3:00
167,7,186.9,42.36,4.18,48.11,6529.83,388.91,6476.42,2.686669922,0.37,17.29,6729.74,403.02,6839.62,2.215,0.145,17.3,11.7,0.76,0.07,0.11,8.98,30.97,31.16,0.15,10.13,29.7,29.67,29.01,29.15,26.8,0.23,2021/11/8 4:00
157,7.05,212.43,42.36,4.18,48.11,6690.07,387.23,6447.43,2.598334961,0.37,16.96,6809.1,405.62,6786.2,2.26,0.3325,17.27,10.2,0.69,0.07,0.11,8.83,31.23,31.22,0.19,33.53,0.11,29.98,29.44,29.36,27.29,0.23,2021/11/8 5:00
157,7.08,176.85,42.88,4.28,48.92,6502.37,386.01,6441.32,2.50916748,0.37,17.11,6758.74,405.08,6850.3,2.34,0.16625,16.99,10.2,0.72,0.08,0.11,8.83,31.51,31.16,0.21,1.86,29.47,1.62,29.76,29.69,28.08,0.23,2021/11/8 6:00
154,7.1,178.66,42.88,4.28,48.92,6575.61,389.52,6479.48,1.96958374,0,18.48,6766.37,407.98,6845.72,2.05,0.083125,17.15,10.4,0.75,0.08,0.11,9.53,1.23,1.45,0.14,34.12,30.67,31.4,0.55,0.79,27.95,0.22,2021/11/8 7:00
154,7.1,158.33,42.88,4.24,49.35,6563.41,376.77,6435.22,1.81979187,0.34,12,6683.96,400.66,6854.88,1.24,0.0415625,16.87,10.4,0.74,0.07,0.11,9.53,31.38,31.22,0.16,33.16,29.89,30.39,0.23,30.04,27.52,0.24,2021/11/8 8:00
139,7.11,162.95,42.16,4.24,49.35,6535.94,379.37,6418.43,1.834895935,0.31,13.03,6621.39,400.73,6726.69,1.34,0.02078125,16.85,11.3,0.64,0.07,0.11,9.5,30.92,31.04,0.11,33.03,29.55,30.24,28.99,29.33,26.74,0.23,2021/11/8 9:00
139,7.12,182.17,42.16,4.55,50.72,6502.37,384.56,6371.13,1.022447968,0.27,14.61,6674.81,403.17,6819.78,1.44,0.120390625,16.65,11.3,0.74,0.08,0.11,9.5,31.49,31.47,0.12,32.41,30.14,10.86,29.91,30.38,0.79,0.24,2021/11/8 10:00
131,6.75,186.11,42.16,4.55,50.72,4878.68,240.96,6354.34,0.21,0.28,6.62,5289.18,261.03,6745,0.22,0.22,9.77,10.5,0.74,0.08,0.1,9.23,30.23,24.51,29.36,0.82,0.03,30.99,27.27,29.67,27.81,0.23,2021/11/8 11:00
131,6.69,188.14,37.5,4.43,49.79,6525.26,334.43,6407.75,0.815,0.29,20.03,6729.74,345.8,6818.25,1.71,0.21,14.91,10.5,0.87,0.07,0.1,9.23,2.81,31.28,28.86,0.9,29.8,30.18,29.43,2.09,27.32,0.23,2021/11/8 12:00
123,6.71,190.99,37.5,4.43,49.79,6592.4,366.02,6418.43,1.2725,0.29,12.99,6770.94,383.64,6876.24,1.47,0.105,14.99,12,0.68,0.07,0.09,9.41,31.31,31.29,28.66,0.64,30.1,3.61,29.67,29.81,27.02,0.23,2021/11/8 13:00
123,6.77,258.67,37.5,4.37,50.1,6534.41,371.36,6432.17,1.43125,0.33,14.85,6789.26,389.75,6833.51,1.87,0.6125,14.65,12,0.76,0.07,0.09,9.41,31.1,31.02,29.69,0.65,29.89,30.56,29.42,29.68,26.8,0.24,2021/11/8 14:00
116,6.64,281.7,20.865,4.37,50.1,6567.98,368.61,6340.61,1.625625,0.39,13.02,6729.74,387.68,6801.47,1.42,0.30625,14.67,9.4,0.72,0.07,0.09,9.25,2.73,31.5,30.19,0.63,28.37,30.65,1.94,30.14,27.73,0.23,2021/11/8 15:00
116,6.76,304.73,12.5475,4.27,48.76,6557.3,367.92,6441.32,1.6578125,0.44,13.16,6706.85,387.84,6833.51,1.71,0.153125,14.28,9.4,0.66,0.08,0.09,9.25,1.14,31.54,30.3,0.82,30.32,31.25,0.28,29.99,28.56,0.24,2021/11/8 16:00
